id_localidad,p_conncected,pdu,spread,deathsx,analfabetismo,sin_edbasica,sin_acceso_energia,pisotierra,sin_drenaje,año
1009,642.10266,1,0.00895315408706665,0,5.911330049,51.93024447,1.323559357,2.166615807,0.870229008,2010
13028,382.4552,1,0.0275209546089172,5.181973641027408,21.54934247,50.44295386,1.974884444,22.63022987,17.37765496,2010
8019,523.4223,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
2004,685.64417,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
25007,428.19131,1,0.0476463735103607,110.19110285552374,14.26537965,67.54072943,8.858982575,23.45614946,30.11015165,2010
8019,545.81006,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
2001,581.01526,1,0.0145950019359589,16.44573753086599,4.773590275,39.30446374,2.621478136,3.821121422,8.965771414,2010
7002,527.05847000000006,0,-0.0348068177700043,7.691420220743766,21.01183191,62.99459146,2.448484848,14.90536551,4.924689387,2010
13030,326.41171,0,-0.0413473546504974,12.178125380566424,9.88104439,43.13324589,1.233944038,7.605388961,5.879863642,2010
1001,438.11432,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
25007,346.97635,1,0.0476463735103607,110.19110285552374,14.26537965,67.54072943,8.858982575,23.45614946,30.11015165,2010
7089,310.18057,0,-0.0331668555736542,7.081651441116066,9.278712746,44.40226159,1.53280486,16.07507951,32.42620945,2010
18012,587.53369,1,0.0369600653648376,24.014088265115582,7.270219999,51.87868844,1.027993817,5.007859318,3.39374294,2010
28032,591.60187,0,-0.0472442209720612,15.942667132293765,2.578863207,32.66246983,0.897871455,2.855556248,1.967214316,2010
29018,542.77753,1,0.040826290845871,3.0920503385795084,5.918002115,38.45347608,0.660736249,6.074205351,0.13434329,2010
2004,424.24435,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
8032,568.2793,1,0.00794285535812378,124.61480501164033,2.372669351,35.01274089,0.442865623,2.095638882,0.938134114,2010
1007,514.75568,0,-0.00924873352050781,8.7968155527699,4.69828405,39.42567972,0.797926615,3.68289893,1.221529977,2010
28032,653.18689,0,-0.0472442209720612,15.942667132293765,2.578863207,32.66246983,0.897871455,2.855556248,1.967214316,2010
2004,506.08704,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
8032,533.63446,1,0.00794285535812378,124.61480501164033,2.372669351,35.01274089,0.442865623,2.095638882,0.938134114,2010
10026,435.82407,1,0.0116332471370697,150.23571465575304,5.610772684,56.66803875,23.48473185,15.95340722,16.68038691,2010
7068,440.32599,1,0.028424859046936,6.76063955650205,16.43722734,54.92710115,2.634096344,6.694460582,25.68052188,2010
25011,471.95831,0,-0.00438997149467468,43.66165914304743,6.292933164,44.29173675,0.507214538,6.446261197,8.176180453,2010
28032,579.89667,0,-0.0472442209720612,15.942667132293765,2.578863207,32.66246983,0.897871455,2.855556248,1.967214316,2010
13028,585.50543,1,0.0275209546089172,5.181973641027408,21.54934247,50.44295386,1.974884444,22.63022987,17.37765496,2010
2004,496.91946,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
2004,639.13812,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
2004,342.51254,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
21017,598.59802,0,-0.0282694548368454,0,18.52899576,64.31793567,3.021423197,18.95378284,2.053168763,2010
1001,557.63196,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
8019,456.19327,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
16006,666.53986,0,-0.00195080041885376,59.95933193138575,11.37808504,56.58540072,0.909616999,16.76116663,3.431144612,2010
28032,511.13107,0,-0.0472442209720612,15.942667132293765,2.578863207,32.66246983,0.897871455,2.855556248,1.967214316,2010
2004,446.92365,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
1001,481.224,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
2004,444.20102,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
7061,317.40457,1,0.0268316715955734,4.14215889321515,16.01175244,64.93951501,4.624049494,19.63261328,17.62674658,2010
2001,538.59259,1,0.0145950019359589,16.44573753086599,4.773590275,39.30446374,2.621478136,3.821121422,8.965771414,2010
1001,535.35913,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
7061,571.65845,1,0.0268316715955734,4.14215889321515,16.01175244,64.93951501,4.624049494,19.63261328,17.62674658,2010
8027,612.33533,0,-0.0490076243877411,209.2369390379458,25.33234383,69.76488154,52.59241086,24.53056902,58.94341318,2010
28032,330.45029,0,-0.0472442209720612,15.942667132293765,2.578863207,32.66246983,0.897871455,2.855556248,1.967214316,2010
29004,769.08362,1,0.046789824962616,0,8.706952567,55.74825296,2.001636558,4.393739393,2.226275077,2010
18012,388.62546,1,0.0369600653648376,24.014088265115582,7.270219999,51.87868844,1.027993817,5.007859318,3.39374294,2010
29013,318.32303,1,0.0246685445308685,2.5948414551870833,6.559753877,45.76034674,1.052930459,2.675858155,0.902616761,2010
2004,540.85114,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
8027,653.35828,0,-0.0490076243877411,209.2369390379458,25.33234383,69.76488154,52.59241086,24.53056902,58.94341318,2010
2004,419.94931,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
2001,459.47327,1,0.0145950019359589,16.44573753086599,4.773590275,39.30446374,2.621478136,3.821121422,8.965771414,2010
10026,626.80139,1,0.0116332471370697,150.23571465575304,5.610772684,56.66803875,23.48473185,15.95340722,16.68038691,2010
25011,608.14117,0,-0.00438997149467468,43.66165914304743,6.292933164,44.29173675,0.507214538,6.446261197,8.176180453,2010
13030,439.96475,0,-0.0413473546504974,12.178125380566424,9.88104439,43.13324589,1.233944038,7.605388961,5.879863642,2010
13028,439.10657,1,0.0275209546089172,5.181973641027408,21.54934247,50.44295386,1.974884444,22.63022987,17.37765496,2010
2003,492.78143,1,0.0176047682762146,35.15170156205379,2.479279998,39.32775886,2.503206499,3.281373788,10.64382917,2010
8021,671.40088,0,-0.0328649580478668,59.74326119596576,2.6923974,35.03475268,0.31459885,1.045472183,0.353706226,2010
25009,409.806,0,-0.00833922624588013,48.333501157990156,5.79889289,44.01567573,0.927891208,6.022372039,10.70031593,2010
1009,372.1297,1,0.00895315408706665,0,5.911330049,51.93024447,1.323559357,2.166615807,0.870229008,2010
1001,636.80951,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
8019,388.68732,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
28032,356.85684,0,-0.0472442209720612,15.942667132293765,2.578863207,32.66246983,0.897871455,2.855556248,1.967214316,2010
8019,413.46902,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
1001,578.5813,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
8032,489.8078,1,0.00794285535812378,124.61480501164033,2.372669351,35.01274089,0.442865623,2.095638882,0.938134114,2010
2004,351.07156,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
2001,305.6691,1,0.0145950019359589,16.44573753086599,4.773590275,39.30446374,2.621478136,3.821121422,8.965771414,2010
1001,657.12653,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
2004,724.11902,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
28032,648.57861,0,-0.0472442209720612,15.942667132293765,2.578863207,32.66246983,0.897871455,2.855556248,1.967214316,2010
1001,598.77716,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
28032,522.41431,0,-0.0472442209720612,15.942667132293765,2.578863207,32.66246983,0.897871455,2.855556248,1.967214316,2010
8019,563.5484,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
8019,593.34882,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
2004,474.93069,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
21041,406.125,1,0.0124977827072144,1.8032313906520498,3.443320518,33.5879185,0.708982591,2.922642749,9.956542484,2010
2003,469.33414,1,0.0176047682762146,35.15170156205379,2.479279998,39.32775886,2.503206499,3.281373788,10.64382917,2010
2001,622.14417,1,0.0145950019359589,16.44573753086599,4.773590275,39.30446374,2.621478136,3.821121422,8.965771414,2010
2004,525.83087,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
1003,386.17957,1,0.0403658449649811,0,6.191530584,57.16552646,0.874219777,2.420580494,1.797394704,2010
13074,716.8042,1,0.0120050609111786,4.043017708417566,5.511559926,43.63030668,0.926620648,3.187221118,0.288930582,2010
2001,563.04413,1,0.0145950019359589,16.44573753086599,4.773590275,39.30446374,2.621478136,3.821121422,8.965771414,2010
1001,611.26501,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
2001,595.91156,1,0.0145950019359589,16.44573753086599,4.773590275,39.30446374,2.621478136,3.821121422,8.965771414,2010
8019,683.37091,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
32036,347.19348,1,0.00371000170707703,13.317352510320958,6.94417948,51.65151199,1.451102541,5.431531064,3.412359885,2010
1001,678.21277,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
1001,340.69672,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
18012,368.4241,1,0.0369600653648376,24.014088265115582,7.270219999,51.87868844,1.027993817,5.007859318,3.39374294,2010
8019,483.38956,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
7089,453.06522,0,-0.0331668555736542,7.081651441116066,9.278712746,44.40226159,1.53280486,16.07507951,32.42620945,2010
1006,621.45325,1,0.0123832225799561,5.13980263157895,4.105108416,39.04600878,0.978722383,1.542262305,1.454737499,2010
1007,590.18414,0,-0.00924873352050781,8.7968155527699,4.69828405,39.42567972,0.797926615,3.68289893,1.221529977,2010
8019,404.164,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
1001,603.45862,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
16006,734.89056,0,-0.00195080041885376,59.95933193138575,11.37808504,56.58540072,0.909616999,16.76116663,3.431144612,2010
2004,543.4256,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
1001,428.24722,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
29018,459.4989,1,0.040826290845871,3.0920503385795084,5.918002115,38.45347608,0.660736249,6.074205351,0.13434329,2010
28013,449.05264,1,0.00970995426177979,20.79866888519135,7.267990297,57.13952915,2.123142251,8.236427883,12.34289397,2010
2004,411.00803,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
2004,516.44043,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
13074,489.453,1,0.0120050609111786,4.043017708417566,5.511559926,43.63030668,0.926620648,3.187221118,0.288930582,2010
1007,389.00226,0,-0.00924873352050781,8.7968155527699,4.69828405,39.42567972,0.797926615,3.68289893,1.221529977,2010
13028,446.78299,1,0.0275209546089172,5.181973641027408,21.54934247,50.44295386,1.974884444,22.63022987,17.37765496,2010
2003,663.41046,1,0.0176047682762146,35.15170156205379,2.479279998,39.32775886,2.503206499,3.281373788,10.64382917,2010
8019,556.61395,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
2001,559.9845,1,0.0145950019359589,16.44573753086599,4.773590275,39.30446374,2.621478136,3.821121422,8.965771414,2010
28009,709.96143,0,-0.00204247236251831,21.23857131756846,1.85577035,24.77761206,0.91312288,2.277710749,0.2879144,2010
25011,424.07767,0,-0.00438997149467468,43.66165914304743,6.292933164,44.29173675,0.507214538,6.446261197,8.176180453,2010
29018,634.70294,1,0.040826290845871,3.0920503385795084,5.918002115,38.45347608,0.660736249,6.074205351,0.13434329,2010
2004,734.65826,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
2004,346.58557,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
1001,476.75513,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
29005,360.75726,1,0.0485962331295013,6.840226001067083,2.831031904,28.3553798,0.300732045,1.104498489,0.318185419,2010
8019,572.38617,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
25011,614.49231,0,-0.00438997149467468,43.66165914304743,6.292933164,44.29173675,0.507214538,6.446261197,8.176180453,2010
1009,677.81067,1,0.00895315408706665,0,5.911330049,51.93024447,1.323559357,2.166615807,0.870229008,2010
1001,407.84314,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
8019,583.01489,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
21034,523.78577,1,0.0130623877048492,3.3052388035035496,5.698319106,51.02814276,1.086252576,8.653931063,81.73971957,2010
28009,766.03278,0,-0.00204247236251831,21.23857131756846,1.85577035,24.77761206,0.91312288,2.277710749,0.2879144,2010
2003,491.06235,1,0.0176047682762146,35.15170156205379,2.479279998,39.32775886,2.503206499,3.281373788,10.64382917,2010
7089,616.97723,0,-0.0331668555736542,7.081651441116066,9.278712746,44.40226159,1.53280486,16.07507951,32.42620945,2010
1001,606.85278,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
1001,479.86298,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
1001,513.6936,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
29034,494.57504,0,-0.0203235149383545,2.7392757354955335,8.780033526,53.16615667,1.156447193,4.52558046,1.201608849,2010
25009,499.18372,0,-0.00833922624588013,48.333501157990156,5.79889289,44.01567573,0.927891208,6.022372039,10.70031593,2010
1001,490.11414,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
28037,542.19983,1,0.00277146697044373,127.04810304039265,8.487191322,59.26757272,7.058584215,4.140205178,14.66791546,2010
8019,516.52722000000006,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
28019,359.45782,1,0.0326495766639709,46.19737829878158,9.704574333,55.37578651,5.307732467,8.219257541,10.19457066,2010
8019,423.06284,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
1001,619.30414,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
2004,658.4881,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
8027,737.57196,0,-0.0490076243877411,209.2369390379458,25.33234383,69.76488154,52.59241086,24.53056902,58.94341318,2010
8032,644.6084,1,0.00794285535812378,124.61480501164033,2.372669351,35.01274089,0.442865623,2.095638882,0.938134114,2010
8019,471.75229,1,0.00165876746177673,144.3085118300034,1.375564552,26.55691114,0.225492403,1.267453615,1.770233273,2010
13049,490.27432,0,-0.0111269652843475,17.42767514813525,22.0293486,64.19715073,4.48309921,6.53164279,30.36106234,2010
2001,728.25085,1,0.0145950019359589,16.44573753086599,4.773590275,39.30446374,2.621478136,3.821121422,8.965771414,2010
1001,561.70892,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
28019,609.6106,1,0.0326495766639709,46.19737829878158,9.704574333,55.37578651,5.307732467,8.219257541,10.19457066,2010
28032,433.54706,0,-0.0472442209720612,15.942667132293765,2.578863207,32.66246983,0.897871455,2.855556248,1.967214316,2010
1001,509.51486,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
8021,564.36322,0,-0.0328649580478668,59.74326119596576,2.6923974,35.03475268,0.31459885,1.045472183,0.353706226,2010
2001,468.76202,1,0.0145950019359589,16.44573753086599,4.773590275,39.30446374,2.621478136,3.821121422,8.965771414,2010
1001,517.68329,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
2004,411.43796,1,0.0128673017024994,88.60930879777017,2.112219043,35.49257041,0.577693269,3.993682607,2.242126583,2010
1001,614.61169,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
1001,578.78864,0,-0.0285115838050842,8.436566013362969,2.591088724,31.15894716,0.313299613,1.418601353,0.766202505,2010
29013,330.33289,1,0.0246685445308685,2.5948414551870833,6.559753877,45.76034674,1.052930459,2.675858155,0.902616761,2010
13028,575.44141,1,0.0275209546089172,5.181973641027408,21.54934247,50.44295386,1.974884444,22.63022987,17.37765496,2010
